id,direction,count,score
1437,front,1437,1
1438,front,1438,1
1439,front,1439,1
1440,front,1440,1
1441,front,1441,1
1442,front,1442,2
1443,front,1443,1
1444,front,1444,1
1445,front,1445,1
1446,front,1446,1
1447,front,1447,1
1448,front,1448,1
1449,front,1449,1
1450,front,1450,1
1451,front,1451,1
1452,front,1452,1
1453,front,1453,1
1454,front,1454,1
1455,front,1455,1
1456,front,1456,1
1457,front,1457,1
1458,front,1458,1
1459,front,1459,3
1460,front,1460,1
1461,front,1461,3
1462,front,1462,2
1463,front,1463,5
1464,front,1464,3
1465,front,1465,1
1466,front,1466,1
1467,front,1467,1
1468,front,1468,4
1469,front,1469,1
1470,front,1470,1
1471,front,1471,1
1472,front,1472,1
1473,front,1473,1
1474,front,1474,1
1475,front,1475,1
1476,front,1476,1
1477,front,1477,1
1478,front,1478,4
1479,front,1479,1
1480,front,1480,5
1481,front,1481,2
1482,front,1482,2
1483,front,1483,1
1484,front,1484,1
1485,front,1485,1
1486,front,1486,1
1487,front,1487,1
1488,front,1488,1
1489,front,1489,4
1490,front,1490,2
1491,front,1491,4
1492,front,1492,2
1493,front,1493,4
1494,front,1494,3
1495,front,1495,1
1496,front,1496,1
1497,front,1497,1
1498,front,1498,4
1499,front,1499,2
1500,front,1500,4
1501,front,1501,2
1502,front,1502,3
1503,front,1503,2
1504,front,1504,1
1505,front,1505,1
1506,front,1506,1
1507,front,1507,1
1508,front,1508,1
1509,front,1509,1
1510,front,1510,1
1511,front,1511,2
1512,front,1512,3
1513,front,1513,3
1514,front,1514,1
1515,front,1515,1
1516,front,1516,1
1517,front,1517,1
1518,front,1518,1
1519,front,1519,1
1520,front,1520,1
1521,front,1521,1
1522,front,1522,1
1523,front,1523,1
1524,front,1524,1
1525,front,1525,1
1526,front,1526,1
1527,front,1527,1
1528,front,1528,1
1529,front,1529,1
1530,front,1530,3
1531,front,1531,3
1532,front,1532,2
1533,front,1533,1
1534,front,1534,1
1535,front,1535,3
1536,front,1536,2
1537,front,1537,2
1538,front,1538,2
1539,front,1539,4
1540,front,1540,1
1541,front,1541,1
1542,front,1542,1
1543,front,1543,3
1544,front,1544,2
1545,front,1545,1
1546,front,1546,1
1547,front,1547,1
1548,front,1548,3
1549,front,1549,2
1550,front,1550,3
1551,front,1551,3
1552,front,1552,1
1553,front,1553,3
1554,front,1554,2
1555,front,1555,1
1556,front,1556,1
1557,front,1557,1
1558,front,1558,2
1559,front,1559,1
1560,front,1560,3
1561,front,1561,2
1562,front,1562,1
1563,front,1563,3
1564,front,1564,4
1565,front,1565,3
1566,front,1566,3
1567,front,1567,3
1568,front,1568,1
1569,front,1569,3
1570,front,1570,1
1571,front,1571,2
1572,front,1572,2
1573,front,1573,1
1574,front,1574,1
1575,front,1575,1
1576,front,1576,1
1577,front,1577,1
1578,front,1578,4
1579,front,1579,2
1580,front,1580,1
1581,front,1581,1
1582,front,1582,1
1583,front,1583,2
1584,front,1584,1
1585,front,1585,1
1586,front,1586,1
1587,front,1587,1
1588,front,1588,2
1589,front,1589,4
1590,front,1590,2
1591,front,1591,2
1592,front,1592,3
1593,front,1593,4
1594,front,1594,3
1595,front,1595,2
1596,front,1596,2
1597,front,1597,2
1598,front,1598,4
