id,direction,count,score
160,front,160,4
161,front,161,4
162,front,162,4
163,front,163,4
164,front,164,2
165,front,165,4
166,front,166,1
167,front,167,4
168,front,168,4
169,front,169,4
170,front,170,2
171,front,171,4
172,front,172,4
173,front,173,1
174,front,174,4
175,front,175,2
176,front,176,4
177,front,177,1
178,front,178,1
179,front,179,4
180,front,180,2
181,front,181,2
182,front,182,1
183,front,183,1
184,front,184,1
185,front,185,1
186,front,186,1
187,front,187,1
188,front,188,2
189,front,189,1
190,front,190,2
191,front,191,1
192,front,192,1
193,front,193,1
194,front,194,4
195,front,195,2
196,front,196,2
197,front,197,1
198,front,198,3
199,front,199,1
200,front,200,4
201,front,201,2
202,front,202,3
203,front,203,2
204,front,204,2
205,front,205,1
206,front,206,1
207,front,207,2
208,front,208,1
209,front,209,1
210,front,210,2
211,front,211,3
212,front,212,2
213,front,213,2
214,front,214,2
215,front,215,2
216,front,216,1
217,front,217,1
218,front,218,1
219,front,219,4
220,front,220,3
221,front,221,1
222,front,222,1
223,front,223,1
224,front,224,1
225,front,225,3
226,front,226,3
227,front,227,3
228,front,228,1
229,front,229,4
230,front,230,1
231,front,231,4
232,front,232,3
233,front,233,4
234,front,234,1
235,front,235,2
236,front,236,2
237,front,237,2
238,front,238,2
239,front,239,1
240,front,240,1
241,front,241,1
242,front,242,3
243,front,243,3
244,front,244,2
245,front,245,3
246,front,246,3
247,front,247,2
248,front,248,1
249,front,249,1
250,front,250,2
251,front,251,2
252,front,252,1
253,front,253,1
254,front,254,1
255,front,255,1
256,front,256,1
257,front,257,3
258,front,258,2
259,front,259,2
260,front,260,4
261,front,261,1
262,front,262,2
263,front,263,2
264,front,264,1
265,front,265,1
266,front,266,1
267,front,267,3
268,front,268,2
269,front,269,1
270,front,270,2
271,front,271,1
272,front,272,4
273,front,273,2
274,front,274,2
275,front,275,4
276,front,276,4
277,front,277,2
278,front,278,5
279,front,279,2
280,front,280,4
281,front,281,1
282,front,282,2
283,front,283,4
284,front,284,2
285,front,285,4
286,front,286,2
287,front,287,4
288,front,288,2
289,front,289,2
290,front,290,2
291,front,291,4
292,front,292,1
293,front,293,1
294,front,294,2
295,front,295,4
296,front,296,3
297,front,297,4
298,front,298,4
299,front,299,1
300,front,300,4
301,front,301,2
302,front,302,4
303,front,303,2
304,front,304,4
305,front,305,4
306,front,306,5
307,front,307,5
308,front,308,5
309,front,309,5
310,front,310,2
311,front,311,2
312,front,312,1
313,front,313,2
314,front,314,2
315,front,315,4
316,front,316,2
317,front,317,1
318,front,318,2
319,front,319,1
320,front,320,5
321,front,321,4
322,front,322,4
323,front,323,3
324,front,324,4
325,front,325,4
326,front,326,2
327,front,327,4
328,front,328,3
329,front,329,2
330,front,330,4
331,front,331,4
332,front,332,2
333,front,333,4
334,front,334,2
335,front,335,1
336,front,336,1
337,front,337,1
338,front,338,1
339,front,339,3
340,front,340,2
341,front,341,1
342,front,342,1
343,front,343,2
344,front,344,3
345,front,345,3
346,front,346,5
347,front,347,2
348,front,348,3
349,front,349,2
350,front,350,2
351,front,351,2
352,front,352,2
353,front,353,2
354,front,354,4
355,front,355,4
356,front,356,2
357,front,357,5
358,front,358,2
359,front,359,4
360,front,360,4
361,front,361,2
362,front,362,3
363,front,363,2
364,front,364,2
365,front,365,4
366,front,366,4
367,front,367,4
368,front,368,4
369,front,369,4
370,front,370,1
371,front,371,5
372,front,372,2
373,front,373,1
374,front,374,2
375,front,375,1
376,front,376,1
377,front,377,4
378,front,378,4
379,front,379,2
380,front,380,2
381,front,381,3
382,front,382,4
383,front,383,2
384,front,384,5
385,front,385,4
386,front,386,4
387,front,387,2
388,front,388,3
389,front,389,4
390,front,390,4
391,front,391,2
392,front,392,3
393,front,393,4
394,front,394,5
395,front,395,3
396,front,396,4
397,front,397,4
398,front,398,1
399,front,399,4
400,front,400,4
401,front,401,2
402,front,402,1
403,front,403,2
404,front,404,2
405,front,405,1
406,front,406,2
407,front,407,1
408,front,408,1
409,front,409,4
410,front,410,1
411,front,411,1
412,front,412,2
413,front,413,1
414,front,414,1
415,front,415,1
416,front,416,1
417,front,417,1
418,front,418,1
419,front,419,1
420,front,420,2
421,front,421,4
422,front,422,4
423,front,423,2
424,front,424,1
425,front,425,4
426,front,426,5
427,front,427,5
428,front,428,1
429,front,429,2
430,front,430,1
431,front,431,1
432,front,432,1
433,front,433,1
434,front,434,4
435,front,435,1
436,front,436,1
437,front,437,2
438,front,438,4
439,front,439,1
440,front,440,1
441,front,441,4
442,front,442,1
443,front,443,1
444,front,444,4
445,front,445,4
446,front,446,4
447,front,447,1
448,front,448,4
449,front,449,3
450,front,450,4
451,front,451,1
452,front,452,1
453,front,453,1
454,front,454,1
455,front,455,1
456,front,456,1
457,front,457,2
458,front,458,1
459,front,459,1
460,front,460,1
461,front,461,4
462,front,462,1
463,front,463,5
464,front,464,2
465,front,465,1
466,front,466,2
467,front,467,4
468,front,468,4
469,front,469,1
470,front,470,1
471,front,471,4
472,front,472,5
473,front,473,1
474,front,474,4
475,front,475,4
476,front,476,2
477,front,477,4
478,front,478,5
479,front,479,1
480,front,480,2
481,front,481,1
482,front,482,4
483,front,483,2
484,front,484,4
485,front,485,2
486,front,486,5
487,front,487,2
488,front,488,2
489,front,489,4
490,front,490,4
491,front,491,4
492,front,492,5
493,front,493,3
494,front,494,2
495,front,495,1
496,front,496,1
497,front,497,1
498,front,498,2
499,front,499,1
500,front,500,4
501,front,501,2
502,front,502,3
503,front,503,4
504,front,504,4
505,front,505,4
506,front,506,4
507,front,507,4
508,front,508,4
509,front,509,1
510,front,510,2
511,front,511,4
512,front,512,4
513,front,513,4
514,front,514,4
515,front,515,1
516,front,516,2
517,front,517,2
518,front,518,4
519,front,519,3
520,front,520,1
521,front,521,3
522,front,522,2
523,front,523,1
524,front,524,4
525,front,525,4
526,front,526,2
527,front,527,1
528,front,528,4
529,front,529,4
530,front,530,4
531,front,531,1
532,front,532,1
533,front,533,2
534,front,534,5
535,front,535,2
536,front,536,4
537,front,537,3
538,front,538,4
539,front,539,1
540,front,540,2
541,front,541,4
542,front,542,2
543,front,543,5
544,front,544,4
545,front,545,4
546,front,546,4
547,front,547,4
548,front,548,1
549,front,549,2
550,front,550,2
551,front,551,2
552,front,552,4
553,front,553,4
554,front,554,4
555,front,555,5
556,front,556,5
557,front,557,3
558,front,558,2
559,front,559,4
560,front,560,4
561,front,561,2
562,front,562,4
563,front,563,5
564,front,564,2
565,front,565,5
566,front,566,2
567,front,567,5
568,front,568,4
569,front,569,2
570,front,570,4
571,front,571,4
572,front,572,2
573,front,573,4
574,front,574,4
575,front,575,2
576,front,576,1
577,front,577,1
578,front,578,2
579,front,579,4
580,front,580,2
581,front,581,1
582,front,582,4
583,front,583,3
584,front,584,5
585,front,585,5
586,front,586,5
587,front,587,3
588,front,588,4
589,front,589,3
590,front,590,5
591,front,591,4
592,front,592,2
593,front,593,3
594,front,594,4
595,front,595,1
596,front,596,2
597,front,597,2
598,front,598,4
599,front,599,1
600,front,600,4
601,front,601,5
602,front,602,3
603,front,603,4
604,front,604,4
605,front,605,3
606,front,606,4
607,front,607,2
608,front,608,2
609,front,609,2
610,front,610,1
611,front,611,1
612,front,612,1
613,front,613,1
614,front,614,1
615,front,615,1
616,front,616,4
617,front,617,3
618,front,618,2
619,front,619,2
620,front,620,1
621,front,621,1
622,front,622,2
623,front,623,4
624,front,624,4
625,front,625,2
626,front,626,4
627,front,627,2
628,front,628,4
629,front,629,4
630,front,630,2
631,front,631,4
632,front,632,5
633,front,633,5
634,front,634,4
635,front,635,5
636,front,636,4
637,front,637,4
638,front,638,4
639,front,639,4
640,front,640,2
641,front,641,4
642,front,642,4
643,front,643,2
644,front,644,5
645,front,645,4
646,front,646,3
647,front,647,2
648,front,648,2
649,front,649,5
650,front,650,4
651,front,651,4
652,front,652,2
653,front,653,4
654,front,654,2
655,front,655,1
656,front,656,4
657,front,657,2
658,front,658,1
659,front,659,1
660,front,660,1
661,front,661,5
662,front,662,2
663,front,663,5
664,front,664,5
665,front,665,2
666,front,666,1
667,front,667,1
668,front,668,4
669,front,669,2
670,front,670,4
671,front,671,2
672,front,672,1
673,front,673,5
674,front,674,2
675,front,675,1
676,front,676,2
677,front,677,1
678,front,678,1
679,front,679,1
680,front,680,1
681,front,681,4
682,front,682,2
683,front,683,5
684,front,684,5
685,front,685,2
686,front,686,2
687,front,687,1
688,front,688,4
689,front,689,2
690,front,690,4
691,front,691,4
692,front,692,5
693,front,693,3
694,front,694,5
695,front,695,4
696,front,696,5
697,front,697,4
698,front,698,4
699,front,699,5
700,front,700,2
701,front,701,2
702,front,702,5
703,front,703,5
704,front,704,5
705,front,705,5
706,front,706,4
707,front,707,4
708,front,708,4
709,front,709,2
710,front,710,2
711,front,711,2
712,front,712,5
713,front,713,4
714,front,714,2
715,front,715,4
716,front,716,4
717,front,717,2
718,front,718,5
719,front,719,1
720,front,720,4
721,front,721,2
722,front,722,4
723,front,723,3
724,front,724,2
725,front,725,2
726,front,726,4
727,front,727,4
728,front,728,4
729,front,729,4
730,front,730,2
731,front,731,2
732,front,732,3
733,front,733,2
734,front,734,4
735,front,735,4
736,front,736,4
737,front,737,3
738,front,738,4
739,front,739,4
740,front,740,4
741,front,741,4
742,front,742,2
743,front,743,4
744,front,744,4
745,front,745,3
746,front,746,1
747,front,747,1
748,front,748,1
749,front,749,5
750,front,750,2
751,front,751,4
752,front,752,4
753,front,753,4
754,front,754,2
755,front,755,4
756,front,756,4
757,front,757,2
758,front,758,4
759,front,759,2
760,front,760,4
761,front,761,5
762,front,762,3
763,front,763,1
764,front,764,5
765,front,765,1
766,front,766,4
767,front,767,4
768,front,768,2
769,front,769,4
770,front,770,4
771,front,771,2
772,front,772,4
773,front,773,1
774,front,774,4
775,front,775,2
776,front,776,2
777,front,777,5
778,front,778,5
779,front,779,4
780,front,780,4
781,front,781,2
782,front,782,4
783,front,783,4
784,front,784,1
785,front,785,2
786,front,786,4
787,front,787,3
788,front,788,4
789,front,789,3
790,front,790,4
791,front,791,4
792,front,792,2
793,front,793,1
794,front,794,5
795,front,795,4
796,front,796,4
797,front,797,2
798,front,798,4
799,front,799,1
800,front,800,3
801,front,801,4
802,front,802,2
803,front,803,2
804,front,804,1
805,front,805,2
806,front,806,2
807,front,807,2
808,front,808,2
809,front,809,1
810,front,810,1
811,front,811,1
812,front,812,1
813,front,813,2
814,front,814,4
815,front,815,3
816,front,816,4
817,front,817,4
818,front,818,2
819,front,819,3
820,front,820,4
821,front,821,2
822,front,822,1
823,front,823,1
824,front,824,1
825,front,825,1
826,front,826,1
827,front,827,1
828,front,828,4
829,front,829,4
830,front,830,1
831,front,831,2
832,front,832,4
833,front,833,2
834,front,834,1
835,front,835,1
836,front,836,5
837,front,837,4
838,front,838,3
839,front,839,3
840,front,840,4
841,front,841,4
842,front,842,1
843,front,843,1
844,front,844,1
845,front,845,2
846,front,846,2
847,front,847,2
848,front,848,1
849,front,849,4
850,front,850,4
851,front,851,2
852,front,852,2
853,front,853,1
854,front,854,1
855,front,855,4
856,front,856,3
857,front,857,2
858,front,858,5
859,front,859,4
860,front,860,5
861,front,861,5
862,front,862,4
863,front,863,2
864,front,864,2
865,front,865,4
866,front,866,4
867,front,867,1
868,front,868,1
869,front,869,1
870,front,870,2
871,front,871,4
872,front,872,2
873,front,873,1
874,front,874,2
875,front,875,3
876,front,876,4
877,front,877,3
878,front,878,1
879,front,879,2
880,front,880,1
881,front,881,4
882,front,882,4
883,front,883,2
884,front,884,2
885,front,885,4
886,front,886,4
887,front,887,2
888,front,888,2
889,front,889,2
890,front,890,2
891,front,891,3
892,front,892,3
893,front,893,2
894,front,894,3
895,front,895,2
896,front,896,2
897,front,897,2
898,front,898,2
899,front,899,2
900,front,900,1
901,front,901,1
902,front,902,1
903,front,903,2
904,front,904,2
905,front,905,2
906,front,906,2
907,front,907,2
908,front,908,2
909,front,909,4
910,front,910,3
911,front,911,4
912,front,912,4
913,front,913,2
914,front,914,4
915,front,915,4
916,front,916,4
917,front,917,4
918,front,918,2
919,front,919,2
920,front,920,4
921,front,921,4
922,front,922,4
923,front,923,2
924,front,924,4
925,front,925,2
926,front,926,4
927,front,927,2
928,front,928,2
929,front,929,5
930,front,930,4
931,front,931,4
932,front,932,4
933,front,933,2
934,front,934,4
935,front,935,2
936,front,936,3
937,front,937,4
938,front,938,2
939,front,939,1
940,front,940,1
941,front,941,1
942,front,942,4
943,front,943,4
944,front,944,3
945,front,945,2
946,front,946,1
947,front,947,1
948,front,948,4
949,front,949,4
950,front,950,4
951,front,951,2
952,front,952,1
953,front,953,4
954,front,954,2
955,front,955,2
956,front,956,4
957,front,957,3
958,front,958,4
959,front,959,4
960,front,960,2
961,front,961,4
962,front,962,2
963,front,963,4
964,front,964,2
965,front,965,1
966,front,966,4
967,front,967,2
968,front,968,1
969,front,969,5
970,front,970,2
971,front,971,4
972,front,972,5
973,front,973,5
974,front,974,4
975,front,975,3
976,front,976,2
977,front,977,4
978,front,978,1
979,front,979,1
980,front,980,4
981,front,981,4
982,front,982,4
983,front,983,2
984,front,984,1
985,front,985,1
986,front,986,1
987,front,987,2
988,front,988,3
989,front,989,4
990,front,990,3
991,front,991,4
992,front,992,5
993,front,993,2
994,front,994,4
995,front,995,2
996,front,996,3
997,front,997,2
998,front,998,1
999,front,999,2
1000,front,1000,2
1001,front,1001,4
1002,front,1002,2
1003,front,1003,2
1004,front,1004,2
1005,front,1005,1
1006,front,1006,1
1007,front,1007,2
1008,front,1008,1
1009,front,1009,4
1010,front,1010,2
1011,front,1011,4
1012,front,1012,4
1013,front,1013,2
1014,front,1014,1
1015,front,1015,1
1016,front,1016,1
1017,front,1017,1
1018,front,1018,1
1019,front,1019,1
1020,front,1020,2
1021,front,1021,2
1022,front,1022,4
1023,front,1023,1
1024,front,1024,3
1025,front,1025,2
1026,front,1026,4
1027,front,1027,3
1028,front,1028,4
1029,front,1029,1
1030,front,1030,4
1031,front,1031,2
1032,front,1032,1
1033,front,1033,4
1034,front,1034,4
1035,front,1035,3
1036,front,1036,2
1037,front,1037,2
1038,front,1038,4
1039,front,1039,4
1040,front,1040,4
1041,front,1041,4
1042,front,1042,4
1043,front,1043,4
1044,front,1044,4
1045,front,1045,4
1046,front,1046,2
1047,front,1047,4
1048,front,1048,4
1049,front,1049,3
1050,front,1050,4
1051,front,1051,4
1052,front,1052,4
1053,front,1053,3
1054,front,1054,1
1055,front,1055,2
1056,front,1056,1
1057,front,1057,1
1058,front,1058,2
1059,front,1059,1
1060,front,1060,1
1061,front,1061,2
1062,front,1062,2
1063,front,1063,4
1064,front,1064,5
1065,front,1065,5
1066,front,1066,2
1067,front,1067,4
1068,front,1068,1
1069,front,1069,1
1070,front,1070,1
1071,front,1071,1
1072,front,1072,1
1073,front,1073,2
1074,front,1074,2
1075,front,1075,1
1076,front,1076,1
1077,front,1077,4
1078,front,1078,4
1079,front,1079,1
1080,front,1080,1
1081,front,1081,1
1082,front,1082,1
1083,front,1083,1
1084,front,1084,1
1085,front,1085,3
1086,front,1086,1
1087,front,1087,4
1088,front,1088,2
1089,front,1089,1
1090,front,1090,5
1091,front,1091,2
1092,front,1092,4
1093,front,1093,5
1094,front,1094,5
1095,front,1095,2
1096,front,1096,2
1097,front,1097,4
1098,front,1098,2
1099,front,1099,1
1100,front,1100,5
1101,front,1101,2
1102,front,1102,4
1103,front,1103,2
1104,front,1104,4
1105,front,1105,1
1106,front,1106,1
1107,front,1107,4
1108,front,1108,4
1109,front,1109,2
1110,front,1110,4
1111,front,1111,1
1112,front,1112,1
1113,front,1113,5
1114,front,1114,4
1115,front,1115,4
1116,front,1116,4
1117,front,1117,2
1118,front,1118,4
1119,front,1119,2
1120,front,1120,2
1121,front,1121,2
1122,front,1122,1
1123,front,1123,4
1124,front,1124,2
1125,front,1125,2
1126,front,1126,2
1127,front,1127,2
1128,front,1128,1
1129,front,1129,1
1130,front,1130,1
1131,front,1131,1
1132,front,1132,4
1133,front,1133,4
1134,front,1134,5
1135,front,1135,3
1136,front,1136,1
1137,front,1137,4
1138,front,1138,3
1139,front,1139,1
1140,front,1140,4
1141,front,1141,2
1142,front,1142,1
1143,front,1143,1
1144,front,1144,1
1145,front,1145,1
1146,front,1146,4
1147,front,1147,2
1148,front,1148,1
1149,front,1149,1
1150,front,1150,1
1151,front,1151,4
1152,front,1152,4
1153,front,1153,1
1154,front,1154,1
1155,front,1155,4
1156,front,1156,1
1157,front,1157,1
1158,front,1158,2
1159,front,1159,4
1160,front,1160,3
1161,front,1161,4
1162,front,1162,4
1163,front,1163,4
1164,front,1164,4
1165,front,1165,1
1166,front,1166,2
1167,front,1167,2
1168,front,1168,2
1169,front,1169,3
1170,front,1170,2
1171,front,1171,4
1172,front,1172,4
1173,front,1173,3
1174,front,1174,2
1175,front,1175,1
1176,front,1176,4
1177,front,1177,2
1178,front,1178,4
1179,front,1179,4
1180,front,1180,4
1181,front,1181,4
1182,front,1182,1
1183,front,1183,5
1184,front,1184,5
1185,front,1185,4
1186,front,1186,5
1187,front,1187,3
1188,front,1188,5
1189,front,1189,4
1190,front,1190,2
1191,front,1191,3
1192,front,1192,1
1193,front,1193,2
1194,front,1194,2
1195,front,1195,1
1196,front,1196,2
1197,front,1197,2
1198,front,1198,2
1199,front,1199,1
1200,front,1200,3
1201,front,1201,2
1202,front,1202,2
1203,front,1203,1
1204,front,1204,3
1205,front,1205,2
1206,front,1206,1
1207,front,1207,1
1208,front,1208,1
1209,front,1209,1
1210,front,1210,4
1211,front,1211,2
1212,front,1212,2
1213,front,1213,3
1214,front,1214,4
1215,front,1215,2
1216,front,1216,1
1217,front,1217,4
1218,front,1218,2
1219,front,1219,2
1220,front,1220,4
1221,front,1221,5
1222,front,1222,2
1223,front,1223,1
1224,front,1224,1
1225,front,1225,2
1226,front,1226,4
1227,front,1227,2
1228,front,1228,4
1229,front,1229,4
1230,front,1230,4
1231,front,1231,2
1232,front,1232,2
1233,front,1233,4
1234,front,1234,2
1235,front,1235,4
1236,front,1236,2
1237,front,1237,4
1238,front,1238,1
1239,front,1239,1
1240,front,1240,1
1241,front,1241,4
1242,front,1242,4
1243,front,1243,2
1244,front,1244,1
1245,front,1245,1
1246,front,1246,1
1247,front,1247,1
1248,front,1248,1
1249,front,1249,1
1250,front,1250,1
1251,front,1251,4
1252,front,1252,5
1253,front,1253,2
1254,front,1254,2
1255,front,1255,2
1256,front,1256,2
1257,front,1257,4
1258,front,1258,1
1259,front,1259,4
1260,front,1260,2
1261,front,1261,4
1262,front,1262,2
1263,front,1263,4
1264,front,1264,2
1265,front,1265,4
1266,front,1266,2
1267,front,1267,2
1268,front,1268,1
1269,front,1269,4
1270,front,1270,2
1271,front,1271,4
1272,front,1272,1
1273,front,1273,4
1274,front,1274,1
1275,front,1275,2
1276,front,1276,4
1277,front,1277,4
1278,front,1278,4
1279,front,1279,4
1280,front,1280,3
1281,front,1281,4
1282,front,1282,3
1283,front,1283,2
1284,front,1284,3
1285,front,1285,2
1286,front,1286,2
1287,front,1287,4
1288,front,1288,4
1289,front,1289,3
1290,front,1290,4
1291,front,1291,1
1292,front,1292,2
1293,front,1293,4
1294,front,1294,2
1295,front,1295,4
1296,front,1296,1
1297,front,1297,2
1298,front,1298,4
1299,front,1299,2
1300,front,1300,2
1301,front,1301,2
1302,front,1302,2
1303,front,1303,4
1304,front,1304,4
1305,front,1305,4
1306,front,1306,3
1307,front,1307,4
1308,front,1308,2
1309,front,1309,4
1310,front,1310,4
1311,front,1311,2
1312,front,1312,2
1313,front,1313,2
1314,front,1314,2
1315,front,1315,2
1316,front,1316,2
1317,front,1317,1
1318,front,1318,4
1319,front,1319,4
1320,front,1320,5
1321,front,1321,2
1322,front,1322,2
1323,front,1323,5
1324,front,1324,5
1325,front,1325,2
1326,front,1326,5
1327,front,1327,2
1328,front,1328,2
1329,front,1329,4
1330,front,1330,4
1331,front,1331,4
1332,front,1332,3
1333,front,1333,4
1334,front,1334,4
1335,front,1335,4
1336,front,1336,2
1337,front,1337,4
1338,front,1338,4
1339,front,1339,2
1340,front,1340,4
1341,front,1341,2
1342,front,1342,2
1343,front,1343,2
1344,front,1344,2
1345,front,1345,2
1346,front,1346,1
1347,front,1347,1
1348,front,1348,1
1349,front,1349,4
1350,front,1350,2
1351,front,1351,2
1352,front,1352,4
1353,front,1353,3
1354,front,1354,2
1355,front,1355,1
1356,front,1356,5
1357,front,1357,2
1358,front,1358,1
1359,front,1359,1
1360,front,1360,1
1361,front,1361,2
1362,front,1362,4
1363,front,1363,2
1364,front,1364,4
1365,front,1365,2
1366,front,1366,4
1367,front,1367,2
1368,front,1368,2
1369,front,1369,1
1370,front,1370,1
1371,front,1371,4
1372,front,1372,2
1373,front,1373,2
1374,front,1374,4
1375,front,1375,2
1376,front,1376,1
1377,front,1377,2
1378,front,1378,1
1379,front,1379,4
1380,front,1380,4
1381,front,1381,2
1382,front,1382,2
1383,front,1383,4
1384,front,1384,4
1385,front,1385,2
1386,front,1386,4
1387,front,1387,4
1388,front,1388,2
1389,front,1389,2
1390,front,1390,2
1391,front,1391,1
1392,front,1392,4
1393,front,1393,3
1394,front,1394,1
1395,front,1395,1
1396,front,1396,3
1397,front,1397,2
1398,front,1398,3
1399,front,1399,3
1400,front,1400,3
1401,front,1401,4
1402,front,1402,2
1403,front,1403,2
1404,front,1404,4
1405,front,1405,4
1406,front,1406,2
1407,front,1407,2
1408,front,1408,4
1409,front,1409,2
1410,front,1410,2
1411,front,1411,2
1412,front,1412,4
1413,front,1413,5
1414,front,1414,2
1415,front,1415,1
1416,front,1416,1
1417,front,1417,1
1418,front,1418,4
1419,front,1419,3
1420,front,1420,4
1421,front,1421,2
1422,front,1422,2
1423,front,1423,1
1424,front,1424,4
1425,front,1425,1
1426,front,1426,2
1427,front,1427,4
1428,front,1428,3
1429,front,1429,2
1430,front,1430,3
1431,front,1431,2
1432,front,1432,1
1433,front,1433,1
1434,front,1434,1
1435,front,1435,4
1436,front,1436,1
1437,front,1437,1
1438,front,1438,1
1439,front,1439,1
1440,front,1440,1
1441,front,1441,4
1442,front,1442,4
1443,front,1443,2
1444,front,1444,1
1445,front,1445,4
1446,front,1446,2
1447,front,1447,2
1448,front,1448,2
1449,front,1449,1
1450,front,1450,1
1451,front,1451,1
1452,front,1452,1
1453,front,1453,1
1454,front,1454,1
1455,front,1455,1
1456,front,1456,2
1457,front,1457,1
1458,front,1458,1
1459,front,1459,1
1460,front,1460,1
1461,front,1461,1
1462,front,1462,2
1463,front,1463,2
1464,front,1464,2
1465,front,1465,1
1466,front,1466,1
1467,front,1467,2
1468,front,1468,3
1469,front,1469,2
1470,front,1470,2
1471,front,1471,2
1472,front,1472,2
1473,front,1473,4
1474,front,1474,2
1475,front,1475,2
1476,front,1476,1
1477,front,1477,1
1478,front,1478,1
1479,front,1479,1
1480,front,1480,3
1481,front,1481,2
1482,front,1482,4
1483,front,1483,2
1484,front,1484,2
1485,front,1485,4
1486,front,1486,2
1487,front,1487,4
1488,front,1488,3
1489,front,1489,4
1490,front,1490,4
1491,front,1491,4
1492,front,1492,2
1493,front,1493,2
1494,front,1494,2
1495,front,1495,1
1496,front,1496,1
1497,front,1497,1
1498,front,1498,4
1499,front,1499,1
1500,front,1500,1
1501,front,1501,1
1502,front,1502,4
1503,front,1503,3
1504,front,1504,2
1505,front,1505,4
1506,front,1506,3
1507,front,1507,3
1508,front,1508,4
1509,front,1509,3
1510,front,1510,2
1511,front,1511,1
1512,front,1512,1
1513,front,1513,2
1514,front,1514,2
1515,front,1515,2
1516,front,1516,2
1517,front,1517,2
1518,front,1518,3
1519,front,1519,3
1520,front,1520,4
1521,front,1521,4
1522,front,1522,2
1523,front,1523,3
1524,front,1524,2
1525,front,1525,2
1526,front,1526,2
1527,front,1527,4
1528,front,1528,2
1529,front,1529,1
1530,front,1530,4
1531,front,1531,4
1532,front,1532,3
1533,front,1533,4
1534,front,1534,2
1535,front,1535,4
1536,front,1536,2
1537,front,1537,1
1538,front,1538,2
1539,front,1539,4
1540,front,1540,4
1541,front,1541,2
1542,front,1542,2
1543,front,1543,2
1544,front,1544,2
1545,front,1545,2
1546,front,1546,4
1547,front,1547,3
1548,front,1548,4
1549,front,1549,3
1550,front,1550,2
1551,front,1551,4
1552,front,1552,2
1553,front,1553,2
1554,front,1554,2
1555,front,1555,2
1556,front,1556,2
1557,front,1557,3
1558,front,1558,1
1559,front,1559,1
1560,front,1560,3
1561,front,1561,2
1562,front,1562,1
1563,front,1563,2
1564,front,1564,4
1565,front,1565,2
1566,front,1566,5
1567,front,1567,5
1568,front,1568,2
1569,front,1569,4
1570,front,1570,2
1571,front,1571,5
1572,front,1572,2
1573,front,1573,2
1574,front,1574,4
1575,front,1575,2
1576,front,1576,4
1577,front,1577,4
1578,front,1578,4
1579,front,1579,3
1580,front,1580,2
1581,front,1581,2
1582,front,1582,2
1583,front,1583,3
1584,front,1584,2
1585,front,1585,2
1586,front,1586,4
1587,front,1587,4
1588,front,1588,4
1589,front,1589,4
1590,front,1590,4
1591,front,1591,4
1592,front,1592,4
1593,front,1593,4
1594,front,1594,3
1595,front,1595,4
1596,front,1596,4
1597,front,1597,5
1598,front,1598,4
